"CNN s Jim Acosta keeps trolling President Trump and keeps making a total fool of himself! The latest moment was after signing a trade bill when Acosta asked why the president didn t hold a press conference Trump s response is priceless!President Trump to @Acosta:  I like real news. Not fake news. You re fake news.  https://t.co/TssGvNyUct pic.twitter.com/sQ3IR8IRdX  CSPAN (@cspan) August 14, 2017REMEMBER THIS JIM ACOSTA MOMENT?We wish President Trump could clone SENIOR ADVISOR Stephen Miller! He s so brilliant and knows immigration like no other! We can t say the same for the White House Press Corp! The Trump administration made some positive announcements on immigration and the left went nuts! Miller got the best of them!ANOTHER GREAT TAKEDOWN!",0
"On the National Day of Prayer, Donald Trump lashed out at South Korea and North Korea, while his administration wants Congress to attach aid for victims of Hurricane Harvey to a bill that would increase the federal debt limit. So, Trump is now at war with an influential group of House conservatives who have warned GOP leaders not to connect the two funding initiatives. This move might cause a looming conservative uprising. Usually, with Republicans, they want a debt limit increase tied to spending cuts but now, with an entire city underwater and thousands in shelters and at least 45 dead, Conservatives will have to battle it out.On Sunday, Treasury Secretary Steven Mnuchin said that he and the former reality show star believe that raising the U.S. debt limit, which Congress must do within the next few weeks in order to avoid defaulting on its bills, should be tied to disaster relief funding for Hurricane Harvey. Without raising the debt limit I m not comfortable that we d get the money we d need this month to Texas,  Mnuchin said on  Fox News Sunday. Treasury Secretary Steven Mnuchin revealed the administration s approach Sunday morning when he was asked whether the White House could guarantee that funding for the disaster would not be attached to the fight over the debt ceiling. No, I can t. Quite the contrary,  Mnuchin said, adding,  The president and I believe that it should be tied to the Harvey funding. Watch:NEW: Sec Mnuchin tells Chris Wallace on @FoxNewsSunday that if the debt limit isn't raised, it will interfere w/ the #Harvey relief effort. pic.twitter.com/EfxtOowH8C  Pat Ward (@WardDPatrick) September 3, 2017Mnuchin warned of a delay in recovery funding for Texas if the debt ceiling is not raised, according to the Washington Post. Our first priority is to make sure that the state gets money, it is critical, and to do that we need to make sure we raise the debt limit,  he said.  Without raising the debt limit, I m not comfortable that we will get the money that we need this month to Texas to rebuild. In 2011, congressional Republicans brought the country to the brink of default after refusing to raise the debt ceiling unless Democrats agreed to a series of future spending cuts. And now, Conservatives and Republicans will have to slap fight each other in order to get aid to Texas.Featured image via Alex Wong/Getty Images",0
"How careless are these people? Clinton s right-hand-woman was tossing documents in the back of a staff car! These documents were considered  burn bag  material which means they were classified! Is this carelessness a sign of the Clinton attitude of being above it all or was Abedin just not aware of the seriousness of her actions?Hillary Clinton s most trusted State Department aide Huma Abedin once left classified papers in the pocket behind the front seat of a staff car she was assigned in India, according to an email released Monday.Abedin wrote to Clinton s personal assistant Lauren Jiloty on July 20, 2009 to ask her to move the material to her trunk so an ambassador wouldn t see them when he rode with her in the back seat.She told Jiloty that the papers consisted of  burn stuff,  indicating that they were classified documents that belonged among materials that agency rules required employees to place in  burn bags  for incineration. I m going to have ambassador ride on next drive,  Abedin wrote to Jiloty in an email titled  Favor.    There s a bunch of burn stuff in the pocket of my front seat.    Can u put in trunk?  she asked.  Jiloty responded that she would take care of it.It s unclear how highly classified the material was. Three of the emails Clinton provided to the State Department from the private email server she used exclusively while she was secretary of state were classified at the  Top Secret  level or above. Unless Abedin planned to violate State Department rules regarding burn bags, the papers she referred to were unquestionably classified materials. The State Department s Foreign Affairs Manual directs that  burn bags must contain only the classified material that is to be destroyed.   Personal documents, trash, recyclable materials, metal objects (such as binder clips and acco fasteners), string, twine, spiral bindings, cleaning cloths, food, or any other object that is not classified material should not be placed in a burn bag.  Abedin wrote to Clinton s personal assistant Lauren Jiloty (pictured above) on July 20, 2009Read more: Daily Mail",0
"21st Century wire says The FBI recently released new documents regarding the bizarre and still forensically critiqued Sandy Hook elementary school shooting tragedy.  SANDY HOOK    Many questions still remain in this perplexing case.  (Photo Illustration 21WIRE s Shawn Helton)KEY POINT: It s important to remember that even though the events at Sandy Hook were said to have been carried out by a deranged lone gunman named Adam Lanza, initial reports on several CBS and ABC affiliates following the Sandy Hook mass shooting stated there was a  second shooter  who was apprehended at the scene.We should also be reminded that mainstream media reportage of the Sandy Hook tragedy took audiences down several rabbit holes of their own making, eventually implicating an unlikely suspect (left photo) with Asperger s syndrome, in an apparently motiveless crime.Not since the forensically questionable Columbine High School shooting massacre, had the corporate media been so fixated on a tragic shooting, focusing their efforts on politicizing the apparent crime, while investigators offered very little in terms of evidence in their official story.On March 28th of 2013, a few short months after the Sandy Hook shooting, an article entitled  Newtown Killer s Obsessions, in Chilling Detail  was published by the NY Times. In that article, the public learned that the Lanza s were unknown to authorities and that there were never any disturbances at the family residence that would have prepped law enforcement prior to the school shooting: Two law-enforcement officials who were initially involved in the investigation said in recent interviews that the Newtown police had never been called to the Lanza home for any disturbances, and that before the shootings the family was basically unknown to the authorities.They said they believed that Mr. Lanza had spent most of his time in the basement of the home, primarily playing a warfare video game,  Call of Duty. This aspect of the story had remained virtually unquestioned until the recent release of FBI information this week.Earlier this week, an NBC affiliate in Connecticut published an article disclosing the newly released FBI documents regarding the Sandy Hook case. Here s a short passage of that article: The documents include reports by FBI agents who interviewed people about Lanza. Large portions of many of the documents were redacted, including the names of the people who spoke to the agents.The documents also offer a window into the early days of the investigation, as agents chased false leads and gathered evidence of Lanza s isolation.A year after the massacre, state police released a final investigative document that concluded Lanza was obsessed with firearms, death and mass shootings, but that the motive may never be known. While the article continued by placing a heavy emphasis on the media crafted stage-like persona of the alleged shooter Adam Lanza, we re told for the first time of his alleged sexual perversions, as the video game/gun obsessed millennial, apparently also spent time analyzing mass shooting crimes.This murky portrait of the Sandy Hook shooter finally emerges nearly five years after the media sensationalized school shooting. But perhaps the most shocking claim has come from an unnamed Newtown resident alleging that Lanza may have already been well-known to the FBI or possibly the CIA  prior to the Sandy Hook school massacre occurring: A Newtown resident told the FBI that Nancy Lanza said Adam had once hacked into a government computer system and federal authorities   either FBI or CIA agents   showed up at their door.Nancy Lanza told the person that she had to convince the agents that her son was just very intelligent and was challenging himself to see if he could hack into a government system. She said agents told her that if Adam was that smart, he could get a job with their agency someday. QUESTION: Why is the public just now learning that Lanza may have already been known to authorities via his government computer hack   and why wouldn t various intelligence agencies continue to monitor his behavior after committing an illegal act that may have been a national security concern?The troubling Sandy Hook saga continues to have more questions than answers READ MORE DAILY SHOOTER NEWS AT: 21st Century Wire Daily Shooter FilesSUPPORT 21WIRE  SUBSCRIBE & BECOME A MEMBER @ 21WIRE.TV",0
"Donald Trump is easily the least qualified candidate to run for (and eventually win) the White House. The most dangerous aspect of the fact that he has no government or military experience isn t necessarily the lack of experience itself, but rather his refusal to listen to the people who do have that experience and allow them to guide the ship of state in this dangerous and complicated world until he can be adequately brought up to speed. Case in point   his refusal to receive daily national intelligence briefings since his victory.According to The Hill, Trump has been given the green light by the Obama Administration to receive daily intelligence briefings prior to taking office   the same ones that President Obama himself gets. Instead, Trump has received just two of those briefings since he clinched the electoral victory and thus the presidency, because he is refusing to listen to intelligence officials.These briefings include the rapidly changing scope of national security threats on the world stage, something Trump is definitely woefully ignorant of. However, being the egotistical scumbag that he is, Trump of course seems to believe himself to be above such petty concerns. I never thought I d be saying this, but it seems that Trump s vice presidential-elect, Mike Pence, is showing himself to be the reasonable one here, and has taken to receiving the briefings himself, since Trump won t. You know we re in deep shit when the likes of the climate and evolution denying, anti-woman, anti-LGBTQ religious nut that is Mike Pence can be described as the reasonable voice in the room, but here we are.Of course, the sycophants who regularly make the rounds on all of the political talks shows to excuse away Trump s dangerous nonsense are pushing back on the idea that he is out of his element and needs all the help he can get in this area before taking the oath of office. Rep. Devin Nunes (R-CA) insisted in an interview with the Washington Post, which first broke this alarming development, that the security of America and her people is Trump s  No. 1 priority,  going on to say that he thinks Trump is taking it very seriously.  Ever more defensive, Nunes continued: Look how many leaders he s met with, how many phone calls he s done, positions he s filled. People who are being critical need to get a life. No, we, the citizens of this great country have every right to push back on bizarre and dangerous irregularities like this, Rep. Nunes. Here we have a man who knows nothing about the world attempting to lead it on the most potentially lethal ego trip the world has ever seen and who refuses to take the advice of those who have the potential to save us all. A top security official has already said that Trump, quote,  has a lot of catching up to do,  in this arena, and yet he is refusing to get the help he needs.Actions speak louder than words, and Trump s actions say that he is more interested in parading candidates for his cabinet for the cameras in some kind of dangerous and bizarre real world reality show, using his new position to wheel and deal in his own business interests, and flying around the country in his jet rather than actually, you know, trying to learn how to run the nation and lead the free world.Be very afraid, America. Be very, very afraid of what we have gotten ourselves into.Featured image via Zach Gibson/Getty Images",0
"When the Bundy Moron Militia first took over the Malheur Wildlife Refuge in Harney County, Oregon, Ammon Bundy put out the call for  Murican  patriots  to come and join the  fight.  In essence, a man who advocated for armed idiots to aim their assault rifles at federal agents because his father is a freeloading government leech called on the worst America has to offer to join him in doing it again, this time as aggressors.His call was answered by the likes of Jon Ritzheimer, whose insatiable appetite for attention couldn t resist and a slew of other unfavorable imbeciles who decided a patch of forest in Oregon was more important than their wives and children.The Oregonian, a local publication that has been covering the occupation, has uncovered that (at least) one of the men who showed up isn t just dangerous because he follows right-wing terrorists, he s actually a convicted murderer:Courtesy of the OregonianNiel Sigurd Wampler, circled above, was convicted in 1977 of the second degree murder of his own father at 29-years-old. After denying that he is the same Niel Sigurd Wampler that the Oregonian uncovered a murder conviction on, they confirmed his identity from his unusual name and a matching date of birth as well as a positive ID from a former prison guard who remembered him from when he was locked up.The details of the murder reveal an extremely disturbed individual. According to court records, Wampler killed his father while was sleeping by clubbing him in the head with an 18-inch steel eye bolt while he was in bed. Wampler apparently called the police and told them,  I have just killed my father. The leaders of the Bundy Bunch have distanced themselves from Wampler, denying that they know who he is, but as you can see from the picture above, he s been out and about and in plain view, often seen talking to other terrorists as well as the press.Wampler was also one of the men who appeared at the Bundy Ranch incident in Nevada, where The Las Vegas Review-Journal quoted him saying,  I myself am willing to be shot and killed for constitutional rights and principles.  He was also present at the Sugar Pine Mine confrontation last year in southern Oregon. For the leaders of the terrorists to refuse to acknowledge shows a great deal about his character, or lack thereof.That poses an interesting question: How is a man who is a convicted felon part of an armed occupation? According to a spokesman from Wampler s home town of San Luis Obispo, California, Wampler is forbidden from owning or possessing a firearm due to his felony murder conviction. When asked by the Oregonian if he was armed, he answered,  Oh, yes,  but refused to show his weapon.The serious problem this man poses is that if it is confirmed that he is or has been carrying a weapon in violation of Oregon law, will law enforcement continue to allow him to walk free? We re not talking about just guns here, either. Oregon law prohibits a convicted murderer from possessing  any instrument or weapon having a blade that projects or swings into position by force of a spring or by centrifugal force or any blackjack, slingshot, sandclub, sandbag, sap glove, metal knuckles or an Electro-Muscular Disruption Technology device (taser), or who carries a dirk, dagger or stiletto. There is a 15-year statute of limitations for those laws, unless the felon in question was convicted of murder. There s no word yet from law enforcement about action against a particular individual at the refuge, but clearly this man, who admitted to being armed, poses a direct threat not only to the local, state and federal agents he comes in contact with but also to the press covering the stupidity and the children the terrorists are using as a shield.Things just keep getting worse. Not only for the Bundy Terrorists but for the entire right-wing extremist movement in general.Featured image via the Oregonian",0
"Democrats staging a sit-in on the floor of Congress won t go hungry   we spotted their food order on its way into the Capitol   and it s pretty damn ironic. A couple carts full of Chick-fil-A food were toted in by Congressional interns. We get it   protesters gotta eat, but consider this: The push for gun control legislation was prompted by Omar Mateen s heinous attack on a gay nightclub   and Chick-fil-A s ownership has a long history of opposing LGBTQ rights. To be fair, the company s undergoing an image makeover, and has contributed tons of food and money to relief efforts in Orlando. Still   odd choice. DC s a big city. Via: TMZWE THOUGHT A SIT IN WAS SUPPOSED TO JUST THAT A SIT IN! THIS LOOKS MORE LIKE A EAT IN OR FEAST IN! CHECK OUT ALL THE FOOD IN THE CLOAK ROOM:",0
"Megyn Kelly interviews The Blaze s Dana Loesch about Baltimore s racist, anti-cop mayor, after she took umbrage over FOX News reporter, Leland Vittert asking her about bloody Memorial Day weekend and lashes out at him during press conference. White House spokes liar, Josh Earnest suggests gun control would solve the issue of violence. Is it really that hard to figure out that the cops just aren t interesting in risking their lives to protect a bunch of ingrates who throw rocks, bricks and molotov cocktails at them?",0
"While US citizens are outraged over the removal of Christ from pretty much every aspect of our lives, including Christmas, Democrat members of Congress are working fast and furiously to implement America s first Sharia Law...If they get their way  They will be stripping us of our basic rights, and we need to be prepared for their TERRIFYING hope and get Americans aware of what is happening!On December 17, Democrat Congressmen quietly sponsored House Resolution 569, a resolution that asks lawmakers to condemn  violence, bigotry, and hateful rhetoric towards Muslims in the United States.  The resolution specifically mentions Muslims, no other religious groups, and will serve as a test by which further criminalizing of  Islamophobia  may be introduced.Democrats have shamelessly lumped together  hate speech  with  violence  in an effort to compare criticism of Islam to physically harming Muslims. H. Res. 569 threatens to restrict our right to even report facts that tarnish Islam s reputation, a law that all Sharia-governed countries already have in place.According to Congress.gov, the resolution reads: Now, therefore, be it resolved, that the House of Representatives denounces in the strongest terms the increase of hate speech, intimidation, violence, vandalism, arson, and other hate crimes targeted against mosques, Muslims, or those perceived to be Muslim; urges local and Federal law enforcement authorities to work to prevent hate crimes; and to prosecute to the fullest extent of the law those perpetrators of hate crimes Muslims are slaughtering innocent people more than any other religious groups combined, all while refusing as a whole to condemn this barbaric Islamic terrorism, yet we are working to ensure these silent, consenting  moderates  have special protection   protection that they have never allowed religious minorities in their own countries.In another passage, Democrats laughably purport that Muslims have contributed to the fabric of American society, but we re assuming they don t mean terrorist attacks on U.S. soil, countless frivolous CAIR lawsuits, whitewashed Islamic education in public schools, or whining about pork products and a lack of taxpayer-funded prayer rooms. Whereas this Muslim community is recognized as having made innumerable contributions to the cultural and economic fabric and well-being of United States society  Still, the bill is purposefully vague in that it mentions prosecuting the perpetrators of  hate speech,  yet gives no definition for what it considers hate speech. Of course, we who have spoken out about the intolerant fundamentals of Islam understand that this means uttering anything critical of Islam or its followers, regardless of facts or relevance to the Quran.In conclusion, the bill ridiculously compares criticizing Islam as a violation of Muslims   civil rights,  as if disagreeing or even openly mocking someone s beliefs is unconstitutional. Our forefathers had exactly political and religious mockery in mind when they penned our amendments, having experience the violation of limited speech and worship by their own King George III.Indeed, free speech was never intended to defend inoffensive speech, because inoffensive speech needs no protection. Freedom of speech is solely for the offensive, meant to prevent those who would limit it because of their opposing beliefs. Via: RWN",0
"Jimmy Kimmel couldn t stop laughing as Bill Maher repeatedly mocked the GOP.During an appearance on Jimmy Kimmel Live on Tuesday night, Real Time host Bill Maher made an appearance to talk about the New Hampshire primary and what he would do if he had no choice but to vote for one Republican candidate in the field. I d kill myself,  Maher simply stated.Maher explained that the United States would be a horrible place to live under Republican control, especially for women. The nearest abortion clinic will be in London!  he said.Then Maher got the chance to talk about the candidates he doesn t like, and Ted Cruz was at the top of the list. Ted Cruz is always the worst,  Maher said. He is smart and evil. The other ones are true dummies, like Rubio, he doesn t know what he s talking about, he just says the words. But Ted Cruz is diabolical. He s smart. This is what I really hate about this   and this is what a true cynic is   he s smart, but he knows what to say to his dummy base that they will believe. Maher even gave an example. Cruz once told his dummy base that he was a fan of classic rock prior to 9/11, but said he leaned more toward country music after the towers fell. It was a perfect example of Cruz pandering to the stupid rednecks who dominate the conservative base today.Here s the video via YouTube.Maher also reiterated his support of Bernie Sanders, but urged Democrats to vote for Hillary Clinton should she become the nominee because not doing so could send a Republican to the White House, which would doom our nation to at least four years of hell as the GOP passes every policy they ve ever desired to force upon us. Featured image from video screen capture",0
